age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work,iter_hourly_rate,iter_total_working_years,iter_monthly_income,iter_salary,knn_hourly_rate,knn_total_working_years,knn_monthly_income,knn_salary
39,yes,NA,248.03,research_&_development,6,3,medical,972,Very High,female,31.00187587386312,high,entry_level,laboratory_technician,low,married,2231.126669624221,5208.67,7,no,21,"4,0",very_high,part_time,0,5.591156400623196,2,very_low,2,2,2,1984,24040.0,yes,83.042301980198,11.318933823529411,5697.60022687609,24040.0,83.042301980198,11.318933823529411,5697.60022687609,24040.0
33,no,travel_rarely,288.79,research_&_development,1,4,NA,973,High,female,36.1,medium,entry_level,research_scientist,low,single,2332.5,6064.5,3,no,11,"3,0",medium,part_time,0,6.240146816669336,1,good,3,0,2,1990,27990.0,no,36.1,11.318933823529411,2332.5,27990.0,36.1,11.318933823529411,2332.5,27990.0
36,no,travel_rarely,290.04,research_&_development,7,4,other,974,Medium,female,36.25,high,entry_level,research_scientist,very_high,single,2342.59,6090.75,2,no,18,"3,0",high,part_time,0,8.0,6,good,6,0,1,1987,28111.13,yes,36.25,8.0,2342.59,28111.13,36.25,8.0,2342.59,28111.13
35,no,travel_rarely,556.26,NA,48,3,NA,975,High,male,55.31317092189849,high,intermediate,sales_executive,high,NA,4492.84,11681.39,1,no,16,"3,0",medium,part_time,0,5.0,3,good,5,1,0,1988,42890.350096980335,yes,83.042301980198,5.0,4492.84,65245.87531343283,83.042301980198,5.0,4492.84,65245.87531343283
31,yes,NA,290.04,NA,9,2,medical,976,High,female,36.25235545412777,medium,entry_level,research_scientist,low,single,2575.5659300387597,6090.75,0,yes,22,"4,0",low,part_time,0,4.0,0,good,3,1,2,1992,28111.13,no,83.042301980198,4.0,5697.60022687609,28111.13,83.042301980198,4.0,5697.60022687609,28111.13
33,no,travel_rarely,356.16,NA,13,1,life_sciences,977,Medium,male,44.52,high,entry_level,research_scientist,very_high,single,2876.67,7479.33,3,no,18,"3,0",low,full_time,0,5.0,4,good,3,0,2,1990,34520.0,no,44.52,5.0,2876.67,34520.0,44.52,5.0,2876.67,34520.0
27,no,NA,290.02,NA,24,4,NA,978,NA,male,36.25089628835736,high,entry_level,laboratory_technician,medium,married,2342.5,6090.5,9,no,14,"3,0",medium,part_time,1,4.0,2,good,2,2,2,1996,28110.0,no,83.042301980198,4.0,2342.5,28110.0,83.042301980198,4.0,2342.5,28110.0
30,yes,travel_rarely,290.04,NA,22,3,NA,979,Low,male,36.25,high,entry_level,research_scientist,high,married,2575.559079930383,6090.75,4,no,11,"3,0",medium,part_time,0,6.168043363560742,2,good,5,0,1,1993,28111.13,yes,36.25,11.318933823529411,5697.60022687609,28111.13,36.25,11.318933823529411,5697.60022687609,28111.13
24,no,NA,451.6,NA,17,1,medical,980,Very High,male,56.44764901398412,medium,intermediate,manufacturing_director,high,divorced,3647.5,9483.5,1,no,15,"3,0",medium,part_time,2,5.0,6,good,4,3,2,1999,43770.0,no,83.042301980198,5.0,3647.5,43770.0,83.042301980198,5.0,3647.5,43770.0
35,yes,travel_rarely,290.04,research_&_development,14,4,other,981,High,female,36.25239146937646,medium,entry_level,laboratory_technician,medium,divorced,2342.59,6090.75,1,yes,24,"4,0",very_high,part_time,1,5.0,2,very_low,4,0,2,1988,28111.13,no,83.042301980198,5.0,2342.59,28111.13,83.042301980198,5.0,2342.59,28111.13
30,yes,NA,290.04,NA,5,3,NA,982,Medium,male,36.25235365025641,high,entry_level,laboratory_technician,medium,NA,2342.59,6090.75,0,no,17,"3,0",low,part_time,0,4.0,3,good,3,1,2,1993,28111.13,yes,83.042301980198,4.0,2342.59,28111.13,83.042301980198,4.0,2342.59,28111.13
48,no,travel_rarely,437.46,research_&_development,6,3,NA,983,Low,female,109.25956041994273,medium,intermediate,healthcare_representative,high,NA,3533.33,9186.67,2,no,13,"3,0",very_high,part_time,0,19.0,0,good,2,2,2,1975,84718.57369530763,yes,83.042301980198,19.0,3533.33,65245.87531343283,83.042301980198,19.0,3533.33,65245.87531343283
41,no,travel_rarely,556.26,NA,7,2,medical,984,Very High,male,67.42215102842947,high,intermediate,manufacturing_director,high,NA,4492.84,11681.39,6,no,14,"3,0",medium,part_time,0,8.0,6,good,2,2,1,1982,52279.25059252216,no,83.042301980198,8.0,4492.84,65245.87531343283,83.042301980198,8.0,4492.84,65245.87531343283
27,no,NA,436.12,research_&_development,2,4,NA,985,Low,male,54.513221469162495,high,intermediate,manufacturing_director,very_high,NA,3522.5,9158.5,0,no,18,"3,0",medium,part_time,1,8.270605811107675,2,good,3,2,2,1996,42270.0,yes,83.042301980198,11.318933823529411,3522.5,42270.0,83.042301980198,11.318933823529411,3522.5,42270.0
35,no,travel_rarely,404.13,research_&_development,10,3,other,986,Medium,female,50.5149495845865,high,entry_level,laboratory_technician,very_high,NA,3264.17,8486.83,1,no,20,"4,0",low,full_time,1,3.0,4,low,3,1,2,1988,39170.0,no,83.042301980198,3.0,3264.17,39170.0,83.042301980198,3.0,3264.17,39170.0
26,yes,non_travel,512.67,NA,29,2,medical,987,Medium,female,64.08283972554487,low,intermediate,sales_executive,low,single,4401.210261577225,10766.17,8,no,18,"3,0",very_high,part_time,0,9.225810709990744,6,good,2,2,2,1997,49690.0,yes,83.042301980198,11.318933823529411,5697.60022687609,49690.0,83.042301980198,11.318933823529411,5697.60022687609,49690.0
33,no,non_travel,290.04,sales,8,1,life_sciences,988,Medium,male,36.25243744756671,medium,entry_level,sales_representative,very_high,NA,2575.559122400347,6090.75,0,no,19,"3,0",very_high,part_time,0,6.1680433479329615,2,low,2,2,2,1990,28111.13,no,83.042301980198,11.318933823529411,5697.60022687609,28111.13,83.042301980198,11.318933823529411,5697.60022687609,28111.13
26,yes,NA,210.68,NA,2,3,life_sciences,989,Low,female,26.333172588753754,high,entry_level,research_scientist,low,married,1701.67,4424.33,6,no,14,"3,0",medium,part_time,1,6.0,2,good,3,1,2,1997,20420.0,yes,83.042301980198,6.0,1701.67,20420.0,83.042301980198,6.0,1701.67,20420.0
38,no,travel_frequently,291.06,NA,3,4,NA,990,High,female,61.70233105582233,high,entry_level,research_scientist,high,NA,2350.83,6112.17,3,no,16,"3,0",low,part_time,1,8.0,2,good,2,2,2,1985,47844.263701011994,no,83.042301980198,8.0,2350.83,65245.87531343283,83.042301980198,8.0,2350.83,65245.87531343283
46,no,NA,1973.98,NA,47,4,medical,991,NA,female,246.74964819154064,high,executive,research_director,very_high,NA,16384.035751056457,41453.67,9,no,17,"3,0",very_high,full_time,2,23.0,0,good,2,2,2,1977,191324.62,yes,83.042301980198,23.0,5697.60022687609,191324.62,83.042301980198,23.0,5697.60022687609,191324.62
20,yes,NA,290.04,NA,9,3,marketing,992,Very High,male,36.25227801201631,high,entry_level,sales_representative,very_high,single,2342.59,6090.75,1,yes,14,"3,0",medium,part_time,0,2.0,3,good,2,0,2,2003,28111.13,yes,83.042301980198,2.0,2342.59,28111.13,83.042301980198,2.0,2342.59,28111.13
30,no,NA,1027.31,NA,20,3,other,993,NA,female,73.54542687571741,high,intermediate,manufacturing_director,low,married,8297.5,21573.5,0,no,15,"3,0",high,part_time,1,7.0,1,low,6,0,2,1993,57027.08602583068,no,83.042301980198,7.0,8297.5,65245.87531343283,83.042301980198,7.0,8297.5,65245.87531343283
27,no,non_travel,290.04,NA,8,5,NA,994,Low,female,36.252315831136364,low,entry_level,laboratory_technician,high,married,2342.59,6090.75,1,no,19,"3,0",very_high,part_time,3,3.0,4,good,3,1,2,1996,28111.13,no,83.042301980198,3.0,2342.59,28111.13,83.042301980198,3.0,2342.59,28111.13
55,no,NA,1032.49,NA,2,1,NA,995,Very High,female,129.06086171985888,high,senior,manufacturing_director,medium,married,8663.676899434757,21682.23,3,no,18,"3,0",medium,part_time,1,23.0,4,good,3,1,2,1968,100071.84,yes,83.042301980198,23.0,5697.60022687609,100071.84,83.042301980198,23.0,5697.60022687609,100071.84
33,no,travel_rarely,1032.49,NA,5,3,life_sciences,996,Very High,female,129.06061298298104,medium,senior,healthcare_representative,very_high,NA,8339.32,21682.23,4,no,15,"3,0",high,part_time,1,16.489391944301513,2,good,3,1,2,1990,100071.84,yes,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
28,no,NA,227.71,NA,15,2,life_sciences,997,Low,female,28.46110331039463,high,entry_level,laboratory_technician,high,NA,1839.17,4781.83,1,no,16,"3,0",very_high,part_time,1,4.0,5,low,4,2,2,1995,22070.0,yes,83.042301980198,4.0,1839.17,22070.0,83.042301980198,4.0,1839.17,22070.0
34,no,NA,800.22,NA,3,1,life_sciences,998,Low,female,86.08026477272365,high,intermediate,healthcare_representative,very_high,NA,6463.33,16804.67,0,no,17,"3,0",high,part_time,0,11.40531377186392,1,low,6,0,4,1989,66746.15538634875,yes,83.042301980198,11.318933823529411,6463.33,65245.87531343283,83.042301980198,11.318933823529411,6463.33,65245.87531343283
33,yes,NA,290.04,NA,25,3,medical,999,Low,female,36.25239146937646,medium,entry_level,research_scientist,medium,single,2342.59,6090.75,4,yes,20,"4,0",medium,part_time,0,5.0,0,good,2,2,2,1990,28111.13,no,83.042301980198,5.0,2342.59,28111.13,83.042301980198,5.0,2342.59,28111.13
33,no,NA,556.26,NA,7,3,life_sciences,1000,Very High,male,69.53047822231876,high,intermediate,sales_executive,medium,married,4492.84,11681.39,0,no,17,"3,0",high,part_time,1,4.0,3,good,3,0,2,1990,53914.11,no,83.042301980198,4.0,4492.84,53914.11,83.042301980198,4.0,4492.84,53914.11
21,no,NA,213.57,NA,1,1,NA,1001,Very High,male,26.69413927398385,medium,entry_level,research_scientist,medium,single,1948.560275611944,4485.0,1,yes,11,"3,0",high,part_time,0,2.0,6,excellent,2,2,2,2002,20700.0,yes,83.042301980198,2.0,5697.60022687609,20700.0,83.042301980198,2.0,5697.60022687609,20700.0
31,no,travel_frequently,287.96,NA,20,3,NA,1002,High,female,35.992920106287755,very_high,entry_level,sales_representative,very_high,married,2558.5526538525414,6047.17,0,no,12,"3,0",low,part_time,1,3.0,4,good,2,2,2,1992,27910.0,yes,83.042301980198,3.0,5697.60022687609,27910.0,83.042301980198,3.0,5697.60022687609,27910.0
35,no,NA,556.26,NA,11,2,marketing,1003,Very High,female,55.31317092189849,high,intermediate,sales_executive,very_high,divorced,4492.84,11681.39,1,no,11,"3,0",very_high,part_time,1,5.0,3,good,5,0,2,1988,42890.350096980335,yes,83.042301980198,5.0,4492.84,65245.87531343283,83.042301980198,5.0,4492.84,65245.87531343283
34,no,NA,556.26,NA,2,2,NA,1004,Very High,female,80.81845721565169,high,intermediate,manufacturing_director,high,single,4492.84,11681.39,2,no,11,"3,0",very_high,part_time,0,11.450393564917187,3,good,3,0,2,1989,62666.29706665786,yes,83.042301980198,11.318933823529411,4492.84,65245.87531343283,83.042301980198,11.318933823529411,4492.84,65245.87531343283
33,yes,NA,848.51,NA,9,4,NA,1005,Low,male,106.06,high,intermediate,sales_executive,low,single,7155.083688886778,17818.67,0,no,17,"3,0",low,full_time,0,6.0,3,good,5,0,3,1990,82240.0,no,106.06,6.0,5697.60022687609,82240.0,106.06,6.0,5697.60022687609,82240.0
31,yes,NA,269.29,research_&_development,15,3,medical,1006,High,female,33.658670631542044,high,entry_level,laboratory_technician,high,NA,2405.4101861709337,5655.0,1,no,12,"3,0",high,part_time,1,5.883062360751739,5,low,2,2,2,1992,26100.0,yes,83.042301980198,11.318933823529411,5697.60022687609,26100.0,83.042301980198,11.318933823529411,5697.60022687609,26100.0
37,no,travel_rarely,591.29,NA,25,2,NA,1007,High,male,73.91,medium,intermediate,healthcare_representative,very_high,NA,4775.83,12417.17,7,no,13,"3,0",high,full_time,2,9.0,2,good,6,1,3,1986,57310.0,yes,73.91,9.0,4775.83,57310.0,73.91,9.0,4775.83,57310.0
27,no,travel_rarely,261.96,NA,6,3,NA,1008,Very High,female,32.75,medium,entry_level,research_scientist,high,married,2345.3471902768556,5501.17,1,no,13,"3,0",high,part_time,1,4.0,0,good,4,2,2,1996,25390.0,yes,32.75,4.0,5697.60022687609,25390.0,32.75,4.0,5697.60022687609,25390.0
35,no,travel_frequently,245.14,NA,4,4,other,1009,Very High,female,30.64,medium,entry_level,laboratory_technician,very_high,married,2207.448805690233,5148.0,1,no,13,"3,0",medium,part_time,1,2.0,2,excellent,2,2,2,1988,23760.0,yes,30.64,2.0,5697.60022687609,23760.0,30.64,2.0,5697.60022687609,23760.0
56,no,NA,1973.98,NA,4,4,NA,1010,Very High,male,246.75,high,executive,manager,low,divorced,15943.72,41453.67,4,no,13,"3,0",very_high,full_time,1,28.0,2,good,5,4,2,1967,191324.62,yes,246.75,28.0,15943.72,191324.62,246.75,28.0,15943.72,191324.62
45,no,NA,290.04,research_&_development,7,3,medical,1011,Low,male,36.252439022070284,high,entry_level,research_scientist,high,NA,2342.59,6090.75,4,yes,19,"3,0",high,part_time,1,6.257371767504139,2,good,3,0,2,1978,28111.13,yes,83.042301980198,11.318933823529411,2342.59,28111.13,83.042301980198,11.318933823529411,2342.59,28111.13
20,no,travel_rarely,290.04,NA,3,3,NA,1012,Low,female,36.25227801201631,medium,entry_level,laboratory_technician,high,single,2342.59,6090.75,1,no,12,"3,0",low,part_time,0,2.0,2,low,2,1,2,2003,28111.13,yes,83.042301980198,2.0,2342.59,28111.13,83.042301980198,2.0,2342.59,28111.13
50,no,travel_frequently,1582.77,NA,2,3,NA,1013,Very High,male,197.84738987953895,high,manager,manager,low,NA,12783.92,33238.2,2,no,22,"4,0",high,full_time,1,24.073076203189572,3,good,2,2,2,1973,153407.07,yes,83.042301980198,11.318933823529411,12783.92,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07
46,no,NA,1968.67,NA,15,2,life_sciences,1014,Very High,female,246.0860179865341,high,executive,research_director,medium,NA,16340.490500971206,41342.17,5,no,11,"3,0",low,full_time,1,25.0,2,good,4,0,3,1977,190810.0,yes,83.042301980198,25.0,5697.60022687609,190810.0,83.042301980198,25.0,5697.60022687609,190810.0
32,no,NA,283.01,NA,13,3,other,1015,High,male,35.373825886867515,medium,entry_level,laboratory_technician,medium,married,2517.9458337441347,5943.17,1,no,20,"4,0",high,part_time,1,2.0,2,good,2,2,2,1991,27430.0,yes,83.042301980198,2.0,5697.60022687609,27430.0,83.042301980198,2.0,5697.60022687609,27430.0
35,no,NA,1032.49,NA,8,2,NA,1016,High,male,129.06059447460834,medium,senior,sales_executive,very_high,married,8339.32,21682.23,4,no,11,"3,0",medium,part_time,1,16.0,6,low,13,4,12,1988,100071.84,no,83.042301980198,16.0,8339.32,100071.84,83.042301980198,16.0,8339.32,100071.84
29,no,NA,387.94,NA,1,3,life_sciences,1017,Low,male,48.49,high,entry_level,research_scientist,very_high,divorced,3133.33,8146.67,1,no,15,"3,0",low,full_time,3,3.0,5,good,3,1,2,1994,37600.0,yes,48.49,3.0,3133.33,37600.0,48.49,3.0,3133.33,37600.0
21,yes,travel_frequently,290.04,NA,10,2,NA,1018,Low,male,37.46236752971595,medium,entry_level,laboratory_technician,high,NA,2342.59,6090.75,1,no,20,"4,0",high,part_time,0,2.0,2,very_low,2,2,2,2002,29049.401962319287,yes,83.042301980198,2.0,2342.59,65245.87531343283,83.042301980198,2.0,2342.59,65245.87531343283
34,no,travel_rarely,468.21,NA,2,3,marketing,1019,High,male,58.52402952180404,high,intermediate,sales_executive,low,NA,3781.67,9832.33,0,no,12,"3,0",very_high,part_time,0,4.0,3,good,3,0,2,1989,45380.0,yes,83.042301980198,4.0,3781.67,45380.0,83.042301980198,4.0,3781.67,45380.0
28,no,NA,290.04,NA,1,4,medical,1020,Very High,female,36.252439022070284,high,entry_level,laboratory_technician,high,single,2342.59,6090.75,0,yes,11,"3,0",high,part_time,0,6.257371767504139,2,low,4,0,2,1995,28111.13,no,83.042301980198,11.318933823529411,2342.59,28111.13,83.042301980198,11.318933823529411,2342.59,28111.13
35,no,travel_rarely,290.04,NA,6,1,life_sciences,1021,High,female,36.25,high,entry_level,research_scientist,high,married,2342.59,6090.75,0,yes,14,"3,0",very_high,part_time,0,4.0,3,good,3,2,2,1988,28111.13,no,36.25,4.0,2342.59,28111.13,36.25,4.0,2342.59,28111.13
28,no,travel_frequently,398.98,NA,2,3,life_sciences,1022,Very High,female,49.87027747815567,medium,entry_level,laboratory_technician,very_high,married,3468.8780517011196,8378.5,1,no,12,"3,0",medium,full_time,1,7.6642555252254265,2,good,2,2,2,1995,38670.0,no,83.042301980198,11.318933823529411,5697.60022687609,38670.0,83.042301980198,11.318933823529411,5697.60022687609,38670.0
28,no,travel_rarely,214.6,NA,1,3,technical_degree,1023,Very High,female,26.83,high,entry_level,research_scientist,low,single,1733.33,4506.67,2,no,11,"3,0",medium,part_time,0,5.0,2,low,3,1,2,1995,20800.0,no,26.83,5.0,1733.33,20800.0,26.83,5.0,1733.33,20800.0
25,no,NA,216.25,research_&_development,1,3,medical,1024,Very High,male,27.02958079927522,high,entry_level,research_scientist,medium,single,1970.547431292242,4541.33,1,no,18,"3,0",very_high,part_time,0,5.154714479654304,3,low,2,2,1,1998,20960.0,no,83.042301980198,11.318933823529411,5697.60022687609,20960.0,83.042301980198,11.318933823529411,5697.60022687609,20960.0
58,no,NA,290.04,NA,23,4,life_sciences,1025,Low,female,36.252439022070284,high,entry_level,research_scientist,high,NA,2342.59,6090.75,1,no,12,"3,0",very_high,part_time,2,6.257371767504139,3,good,2,2,2,1965,28111.13,yes,83.042301980198,11.318933823529411,2342.59,28111.13,83.042301980198,11.318933823529411,2342.59,28111.13
39,yes,NA,402.79,NA,23,3,medical,1026,High,female,50.347401934752895,high,entry_level,research_scientist,low,single,3253.33,8458.67,0,no,13,"3,0",low,full_time,0,6.0,2,good,5,0,3,1984,39040.0,no,83.042301980198,6.0,3253.33,39040.0,83.042301980198,6.0,3253.33,39040.0
30,no,travel_rarely,477.39,NA,6,3,technical_degree,1027,Low,male,59.67209016998428,medium,intermediate,laboratory_technician,very_high,married,3855.83,10025.17,0,no,12,"3,0",low,part_time,1,10.0,6,good,9,6,7,1993,46270.0,yes,83.042301980198,10.0,3855.83,46270.0,83.042301980198,10.0,3855.83,46270.0
50,no,NA,1582.77,NA,46,3,life_sciences,1028,NA,male,197.84738987953895,high,manager,research_director,low,married,12783.92,33238.2,4,no,11,"3,0",medium,full_time,0,24.073076203189572,2,good,3,1,2,1973,153407.07,yes,83.042301980198,11.318933823529411,12783.92,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07
41,no,NA,556.26,NA,10,2,medical,1029,High,female,69.53,low,intermediate,sales_executive,medium,single,4758.556515387402,11681.39,1,no,13,"3,0",low,part_time,0,19.0,4,good,19,11,9,1982,53914.11,yes,69.53,19.0,5697.60022687609,53914.11,69.53,19.0,5697.60022687609,53914.11
31,yes,NA,237.51,NA,1,3,NA,1030,Very High,male,29.686377087743065,high,entry_level,sales_representative,medium,NA,1918.33,4987.67,1,yes,11,"3,0",low,part_time,0,5.533468737503,2,excellent,3,2,2,1992,23020.0,no,83.042301980198,11.318933823529411,1918.33,23020.0,83.042301980198,11.318933823529411,1918.33,23020.0
44,yes,NA,290.04,NA,3,3,life_sciences,1031,Low,female,69.75298114713192,high,entry_level,laboratory_technician,low,NA,2342.59,6090.75,4,no,12,"3,0",high,part_time,0,10.0,4,excellent,3,1,2,1979,54086.46995043085,yes,83.042301980198,10.0,2342.59,65245.87531343283,83.042301980198,10.0,2342.59,65245.87531343283
40,no,non_travel,290.04,research_&_development,16,2,NA,1032,High,female,53.60767433842392,high,entry_level,research_scientist,high,divorced,2342.59,6090.75,9,no,16,"3,0",medium,part_time,1,6.0,0,good,4,0,0,1983,41567.93595637506,yes,83.042301980198,6.0,2342.59,65245.87531343283,83.042301980198,6.0,2342.59,65245.87531343283
25,no,travel_rarely,290.04,research_&_development,19,1,medical,1033,Very High,female,36.252439022070284,high,entry_level,laboratory_technician,very_high,married,2342.59,6090.75,3,no,11,"3,0",high,part_time,3,6.257371767504139,6,low,3,1,2,1998,28111.13,no,83.042301980198,11.318933823529411,2342.59,28111.13,83.042301980198,11.318933823529411,2342.59,28111.13
40,no,travel_rarely,290.04,NA,1,4,life_sciences,1034,Medium,female,36.25,high,entry_level,laboratory_technician,medium,NA,2342.59,6090.75,3,no,22,"4,0",high,part_time,1,7.0,3,good,4,0,3,1983,28111.13,yes,36.25,7.0,2342.59,28111.13,36.25,7.0,2342.59,28111.13
51,no,travel_rarely,1582.77,NA,11,2,technical_degree,1035,Very High,male,197.84738987953895,medium,manager,manufacturing_director,medium,NA,12783.92,33238.2,3,no,16,"3,0",medium,full_time,0,24.073076203189572,1,low,5,0,3,1972,153407.07,yes,83.042301980198,11.318933823529411,12783.92,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07
27,no,travel_frequently,523.2,NA,2,1,life_sciences,1036,Very High,female,65.4,low,intermediate,sales_executive,very_high,single,4487.505967631115,10987.17,3,no,20,"4,0",medium,part_time,0,9.370346677310327,3,good,6,0,0,1996,50710.0,no,65.4,11.318933823529411,5697.60022687609,50710.0,65.4,11.318933823529411,5697.60022687609,50710.0
35,yes,NA,556.26,NA,18,4,marketing,1037,Very High,male,69.53051604143882,high,intermediate,sales_executive,high,married,4492.84,11681.39,0,no,18,"3,0",high,part_time,1,5.0,0,low,4,3,2,1988,53914.11,yes,83.042301980198,5.0,4492.84,53914.11,83.042301980198,5.0,4492.84,53914.11
38,no,NA,290.04,NA,7,3,NA,1038,Very High,female,36.25,very_high,entry_level,research_scientist,high,divorced,2342.59,6090.75,1,no,11,"3,0",very_high,part_time,3,4.0,2,good,4,0,3,1985,28111.13,yes,36.25,4.0,2342.59,28111.13,36.25,4.0,2342.59,28111.13
31,yes,NA,556.26,NA,22,4,NA,1039,Very High,female,69.53070719463136,high,intermediate,manufacturing_director,high,married,4758.584824144332,11681.39,1,no,15,"3,0",very_high,part_time,2,10.0,3,low,10,6,7,1992,53914.11,yes,83.042301980198,10.0,5697.60022687609,53914.11,83.042301980198,10.0,5697.60022687609,53914.11
51,no,NA,1093.24,NA,2,3,NA,1040,Medium,female,103.22165119340237,high,senior,sales_executive,medium,NA,8830.0,22958.0,2,no,11,"3,0",medium,part_time,0,14.0,5,good,4,3,2,1972,80037.05062487186,yes,83.042301980198,14.0,8830.0,65245.87531343283,83.042301980198,14.0,8830.0,65245.87531343283
41,no,NA,564.06,NA,22,3,NA,1041,Very High,male,70.51,high,intermediate,research_scientist,very_high,NA,4555.83,11845.17,3,no,14,"3,0",low,full_time,2,12.0,4,low,6,3,3,1982,54670.0,no,70.51,12.0,4555.83,54670.0,70.51,12.0,4555.83,54670.0
32,no,NA,556.26,NA,2,1,marketing,1042,High,female,69.53048028005718,high,intermediate,sales_executive,medium,married,4758.603696572752,11681.39,0,yes,13,"3,0",low,part_time,3,4.0,3,low,3,1,2,1991,53914.11,yes,83.042301980198,4.0,5697.60022687609,53914.11,83.042301980198,4.0,5697.60022687609,53914.11
25,no,travel_rarely,556.26,NA,18,1,life_sciences,1043,Low,female,59.34949762407549,very_high,intermediate,sales_executive,high,married,4492.84,11681.39,2,no,11,"3,0",medium,part_time,0,6.0,3,low,3,1,2,1998,46019.98359549428,no,83.042301980198,6.0,4492.84,65245.87531343283,83.042301980198,6.0,4492.84,65245.87531343283
27,no,NA,595.21,NA,10,3,marketing,1044,Very High,male,74.4,medium,intermediate,sales_executive,very_high,married,4807.5,12499.5,1,yes,11,"3,0",very_high,full_time,0,10.463160272457023,3,good,6,4,4,1996,57690.0,yes,74.4,11.318933823529411,4807.5,57690.0,74.4,11.318933823529411,4807.5,57690.0
27,yes,travel_rarely,247.0,NA,22,4,life_sciences,1045,Very High,male,30.87299512804746,high,entry_level,research_scientist,high,single,1995.0,5187.0,1,yes,13,"3,0",very_high,part_time,0,8.0,2,good,8,7,7,1996,23940.0,yes,83.042301980198,8.0,1995.0,23940.0,83.042301980198,8.0,1995.0,23940.0
37,no,NA,374.42,NA,11,3,medical,1046,Low,male,46.80080219076551,high,entry_level,laboratory_technician,high,single,3267.5192414124776,7862.83,4,no,18,"3,0",low,full_time,0,8.0,6,good,3,0,2,1986,36290.0,yes,83.042301980198,8.0,5697.60022687609,36290.0,83.042301980198,8.0,5697.60022687609,36290.0
35,no,travel_frequently,965.92,NA,18,2,life_sciences,1047,High,female,120.73942664271924,high,senior,manufacturing_director,very_high,NA,8117.865706579009,20284.33,2,no,11,"3,0",high,part_time,0,10.0,2,good,2,2,2,1988,93620.0,yes,83.042301980198,10.0,5697.60022687609,93620.0,83.042301980198,10.0,5697.60022687609,93620.0
25,no,NA,333.15,NA,1,3,NA,1048,Low,female,41.641959190723504,high,entry_level,laboratory_technician,very_high,NA,2690.83,6996.17,4,no,11,"3,0",medium,full_time,1,7.0,2,low,3,0,2,1998,32290.0,yes,83.042301980198,7.0,2690.83,32290.0,83.042301980198,7.0,2690.83,32290.0
30,no,NA,556.26,NA,7,4,marketing,1049,Very High,male,69.53070055266093,high,intermediate,sales_executive,low,divorced,4758.585380548165,11681.39,7,no,14,"3,0",medium,part_time,2,9.824375217388116,3,good,3,0,2,1993,53914.11,yes,83.042301980198,11.318933823529411,5697.60022687609,53914.11,83.042301980198,11.318933823529411,5697.60022687609,53914.11
31,no,NA,1694.33,research_&_development,8,5,life_sciences,1050,Low,male,211.79289275834935,high,manager,research_director,medium,NA,13685.0,35581.0,3,no,11,"3,0",high,full_time,0,25.610555005510292,3,excellent,3,1,0,1992,164220.0,yes,83.042301980198,11.318933823529411,13685.0,164220.0,83.042301980198,11.318933823529411,13685.0,164220.0
36,no,NA,582.63,NA,16,4,marketing,1051,High,male,80.09987939288902,medium,intermediate,sales_executive,low,NA,4705.83,12235.17,4,no,13,"3,0",low,part_time,2,11.0,3,low,3,0,2,1987,62109.142427050625,no,83.042301980198,11.0,4705.83,65245.87531343283,83.042301980198,11.0,4705.83,65245.87531343283
25,yes,travel_rarely,453.97,NA,9,2,NA,1052,Low,female,56.744319982787054,medium,entry_level,sales_representative,low,NA,3919.8231032768085,9533.33,3,no,12,"3,0",low,full_time,0,6.0,2,good,3,2,2,1998,44000.0,yes,83.042301980198,6.0,5697.60022687609,44000.0,83.042301980198,6.0,5697.60022687609,44000.0
56,no,NA,213.16,NA,1,2,life_sciences,1053,Low,male,26.64266296743458,high,entry_level,research_scientist,low,NA,1721.67,4476.33,2,no,22,"4,0",very_high,part_time,1,5.0,3,excellent,3,1,0,1967,20660.0,yes,83.042301980198,5.0,1721.67,20660.0,83.042301980198,5.0,1721.67,20660.0
41,no,NA,290.04,NA,5,5,medical,1054,Medium,female,36.25,very_high,entry_level,research_scientist,high,NA,2342.59,6090.75,2,no,12,"3,0",low,part_time,0,7.0,5,good,4,0,3,1982,28111.13,yes,36.25,7.0,2342.59,28111.13,36.25,7.0,2342.59,28111.13
31,no,travel_rarely,290.04,NA,8,2,NA,1055,Very High,male,36.25250673051056,very_high,entry_level,human_resources,medium,NA,2575.553348419813,6090.75,9,no,18,"3,0",very_high,part_time,0,8.0,3,good,3,0,2,1992,28111.13,yes,83.042301980198,8.0,5697.60022687609,28111.13,83.042301980198,8.0,5697.60022687609,28111.13
