,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
831,22,No,,290.03550973654063,,-36,1,Medical,1,832,36,0,,3,1, rESeaRCh SCienTISt ,4,Marreid,"2342,59$","6090,75$",1,,No,24,"4,0",1,,2,"2,0",6,"3,0",2,,2,2,"2342,59$",2001,,,,1
832,27,No,non-travel,208.82539682539684, Research & Development ,9,3,Medical,1,833,4,0,26.103174603174605,3,1, ReseArch sCienTiST ,2,,"1686,67$","4385,33$",6,,,18,"3,0",4,Part Time,1,,1,"1,0",2,,2,2,"1686,67$",1996,"20240,00$", ReseArch sCienTiST  -  Research & Development ,,1
833,28,No,,290.03550973654063, Research & Development ,21,3,Medical,1,834,3,0,,3,1, ReSEarcH SCiEnTISt ,4,Married,"2342,59$","6090,75$",1,,No,11,"3,0",3,Part Time,1,"5,0",2,"1,0",5,,0,2,"2342,59$",1995,"28111,13$", ReSEarcH SCiEnTISt  -  Research & Development ,,Yes
834,27,No,,315.5079365079365,,17,3,,1,835,3,0,,3,1, ReSeaRCH SciEntIst ,2,,,"6625,67$",0,Y,,16,"3,0",4,Full Time,1,"6,0",3,"2,0",5,,1,1,,1996,"30580,00$",,,True
835,56,No,travel_rarely,290.03550973654063,,8,3,Life Sciences,1,836,3,1,36.25443871706758,3,1, REseaRcH scientist ,1,Divorced,"2342,59$","6090,75$",4,,,18,"3,0",3,Part Time,1,,3,,2,,2,2,"2342,59$",1967,"28111,13$",,,1
836,38,No,travel_rarely,290.03550973654063,,9,2,,1,837,3,1,,3,1, lABORatOry teCHNICiAN ,4,Single,,"6090,75$",1,,,12,,3,Part Time,0,,3,,2,,2,1,,1985,"28111,13$",,,1
837,31,No,travel_rarely,405.3730158730159,,12,1,Medical,1,838,3,1,,3,1, ReseArcH ScIEnTIst ,4,,"3274,17$","8512,83$",8,Y,,23,"4,0",3,Full Time,1,"7,0",0,"3,0",4,,0,2,"3274,17$",1992,"39290,00$",,,Yes
838,34,No,travel_rarely,290.03550973654063,,27,2,Medical,1,839,4,1,,3,1, RESEarcH sciEnTIsT ,2,,"2342,59$","6090,75$",2,Y,No,15,"3,0",4,,0,"9,0",3,"3,0",3,,1,2,"2342,59$",1989,,,,True
839,50,No,,290.03550973654063, Research & Development ,1,3,,1,840,3,0,,2,1, laBORATORY tECHNiciAN ,3,,"2342,59$","6090,75$",2,Y,,15,"3,0",4,Part Time,1,,2,"2,0",3,,0,2,"2342,59$",1973,"28111,13$", laBORATORY tECHNiciAN  -  Research & Development ,,0
840,53,No,,556.2566609977324,,13,2,,1,841,4,1,,4,2, mAnufACTuRInG dIReCtoR ,1,divorced,"4492,84$","11681,39$",1,Y,No,11,"3,0",3,,2,"5,0",3,"3,0",4,"2,0",1,3,"4492,84$",1970,,,,False
841,35,No,travel_frequently,456.5476190476191,,-24,3,Medical,1,842,2,1,,3,2, laborAToRy teCHnIcIAn ,2,Single,"3687,50$","9587,50$",5,,,11,"3,0",4,Part Time,0,,5,"3,0",6,,1,2,"3687,50$",1988,"44250,00$",,,Yes
842,27,No,travel_frequently,556.2566609977324,,1,1,,1,843,3,0,,2,2, manuFactuRinG DIrECtor ,1,Married,"4492,84$","11681,39$",5,,,19,"3,0",3,Part Time,1,,1,"3,0",2,,2,0,"4492,84$",1996,"53914,11$",,,0
843,40,No,,556.2566609977324,,-38,2,,1,844,3,0,69.53208262471655,3,2, lAborAToRY tEChnIciAN ,4,Married,"4492,84$","11681,39$",8,,,15,"3,0",3,Part Time,1,,2,"4,0",7,,3,7,"4492,84$",1983,"53914,11$",,,True
844,22,No,,240.1904761904762,,-22,3,Life Sciences,1,845,22,0,,4,1, researCH SCientist ,2,,"1940,00$","5044,00$",1,,,16,"3,0",1,Part Time,1,"4,0",2,"2,0",4,,2,2,"1940,00$",2001,"23280,00$",,,0
845,40,No,,556.2566609977324,,-10,5,Life Sciences,1,846,4,0,69.53208262471655,2,2, hEaltHcare rEpREseNTatiVE ,4,,"4492,84$","11681,39$",9,Y,No,14,"3,0",4,Part Time,1,"5,0",5,"1,0",3,,0,2,"4492,84$",1983,"53914,11$",,,Yes
846,46,No,,1032.4872861766066,,1,4,,1,847,4,0,,3,3, HealThcARe repReSeNTAtivE ,1,,"8339,32$","21682,23$",7,,No,16,"3,0",3,,1,"17,0",3,"3,0",4,,0,3,"8339,32$",1977,,,,1
847,30,Yes,,274.13492063492066,,3,3,Technical Degree,1,848,4,1,,3,1, ReSeArcH ScIenTIsT ,1,,"2214,17$","5756,83$",5,,Yes,11,"3,0",3,,0,"8,0",5,"3,0",5,,0,4,"2214,17$",1993,,,,True
848,29,Yes,,290.03550973654063,,1,3,,1,849,3,0,,3,1, ResEARCh SCIENtIsT ,3,Single,"2342,59$","6090,75$",0,,,14,"3,0",4,Part Time,0,,1,"2,0",6,,1,5,"2342,59$",1994,"28111,13$",,,False
849,54,No,,612.8571428571429,,3,3,,1,850,4,1,76.60714285714286,3,2, SALEs eXecuTivE ,1,Married,,"12870,00$",2,,,14,"3,0",4,Full Time,1,"16,0",4,"3,0",6,,0,5,,1969,"59400,00$",,,0
850,33,No,travel_rarely,270.5238095238095, Research & Development ,4,4,,1,851,3,1,33.81547619047619,2,1, rESeArCH sCIeNtISt ,2,Married,"2185,00$","5681,00$",6,Y,,21,"4,0",4,Part Time,0,,3,"3,0",3,,1,1,"2185,00$",1990,"26220,00$", rESeArCH sCIeNtISt  -  Research & Development ,,1
851,52,No,travel_rarely,331.3968253968254,,2,3,,1,852,3,1,41.42460317460318,2,1, LabOraTory teChnICiAN ,4,Single,"2676,67$","6959,33$",7,,,15,"3,0",2,Full Time,0,,3,"2,0",2,,2,2,"2676,67$",1971,"32120,00$",,,True
852,59,No,travel_rarely,290.03550973654063, Human Resources ,6,2,Medical,1,853,2,0,,3,1, humAN resoURCEs ,3,Married,"2342,59$","6090,75$",8,Y,,17,"3,0",4,Part Time,0,,2,"2,0",2,,2,2,"2342,59$",1964,"28111,13$", humAN resoURCEs  -  Human Resources ,,False
853,32,Yes,,290.03550973654063,,1,3,,1,854,4,0,,2,1, lABorATORy tEChnIcian ,3,Single,"2342,59$","6090,75$",0,,,14,"3,0",4,,0,"4,0",2,"1,0",3,,1,2,"2342,59$",1991,,,,True
854,39,No,,290.03550973654063,,-24,4,Medical,1,855,24,1,36.25443871706758,3,1, LaBoRaTOrY teChNICiaN ,3,Divorced,"2342,59$","6090,75$",7,,No,14,"3,0",3,Part Time,3,"7,0",1,"3,0",3,,1,2,"2342,59$",1984,"28111,13$",,,0
855,32,No,non-travel,556.2566609977324,,26,4,Marketing,1,856,3,0,69.53208262471655,3,2, sALEs execUTiVE ,4,,"4492,84$","11681,39$",0,,No,18,"3,0",1,Part Time,0,"4,0",2,"3,0",3,,2,2,"4492,84$",1991,"53914,11$",,,True
856,31,No,,1032.4872861766066,,3,4,Medical,1,857,2,0,,3,3, REsearCH DirECtOR ,3,Divorced,"8339,32$","21682,23$",9,,No,12,"3,0",1,Part Time,1,,3,"3,0",2,,2,2,"8339,32$",1992,"100071,84$",,,True
857,33,No,travel_rarely,300.3412698412698,,5,4,Life Sciences,1,858,3,1,,2,1, ResEaRch sciEnTIsT ,4,Married,"2425,83$","6307,17$",1,,,13,"3,0",3,Full Time,1,"2,0",2,"2,0",2,,0,2,"2425,83$",1990,"29110,00$",,,Yes
858,45,No,,556.2566609977324,,-23,4,Life Sciences,1,859,1,0,,4,2, mANuFActUrIng DireCTor ,3,,"4492,84$","11681,39$",4,,,17,"3,0",4,,1,"9,0",1,"3,0",3,,0,2,"4492,84$",1978,,,,Yes
859,42,No,,556.2566609977324, Research & Development ,17,2,,1,860,4,1,69.53208262471655,4,2, REseARCh scieNTIsT ,1,Single,,"11681,39$",3,,Yes,13,"3,0",3,Part Time,0,,1,"3,0",3,,0,2,,1981,"53914,11$", REseARCh scieNTIsT  -  Research & Development ,,True
860,29,No,,715.1031746031746,,-19,2,Marketing,1,861,4,0,89.38789682539682,3,2, sAleS ExeCUtIVe ,4,Divorced,,"15017,17$",2,,No,14,"3,0",4,Full Time,1,,2,"3,0",3,,0,2,,1994,"69310,00$",,,0
861,25,No,travel_rarely,556.2566609977324,,1,3,,1,862,1,1,,3,2, mAnUFacTuriNg dIRECTOR ,3,Married,"4492,84$","11681,39$",0,Y,No,12,"3,0",4,,2,"5,0",3,"3,0",4,,1,2,"4492,84$",1998,"53914,11$",,,0
862,32,No,,224.5079365079365,,2,1,,1,863,4,0,,2,2, lABoratorY TEChniciAN ,1,,"1813,33$","4714,67$",4,,No,13,"3,0",4,Part Time,0,"9,0",5,"3,0",6,,0,4,"1813,33$",1991,"21760,00$",,,0
863,28,No,travel_rarely,290.03550973654063,,9,3,,1,864,4,0,,3,1, rEsEarch ScIENTiSt ,4,Married,,"6090,75$",1,,No,23,"4,0",4,,1,,3,,5,,0,4,,1995,"28111,13$",,,1
864,21,No,travel_rarely,333.25396825396825,,3,2,,1,865,4,0,,2,1, reseArcH sciENTIst ,3,Single,,"6998,33$",1,Y,No,17,"3,0",1,Full Time,0,,4,"4,0",3,,1,0,,2002,"32300,00$",,,0
865,37,No,non-travel,1032.4872861766066,,1,4,Medical,1,866,1,1,129.06091077207583,3,3, RESEarCh DireCTor ,4,divorced,"8339,32$","21682,23$",2,Y,Yes,18,"3,0",1,Part Time,2,,2,"3,0",5,,0,2,"8339,32$",1986,"100071,84$",,,0
866,38,No,travel_rarely,556.2566609977324,,23,4,Life Sciences,1,867,4,0,,3,2, HEaltHcARe REprEsEnTaTIVE ,4,,"4492,84$","11681,39$",9,,,14,"3,0",2,Part Time,1,,2,"3,0",2,,1,2,"4492,84$",1985,"53914,11$",,,False
867,26,Yes,travel_rarely,290.03550973654063,,16,4,Medical,1,868,1,0,,3,1, lABOratOry teCHNiCIan ,2,Divorced,"2342,59$","6090,75$",2,,Yes,13,"3,0",4,Part Time,1,,2,"3,0",3,,0,2,"2342,59$",1997,"28111,13$",,,False
868,49,No,,1925.753968253968,,10,4,Life Sciences,1,869,3,1,240.719246031746,3,5, ReSEaRCh DIrECTOr ,1,Single,"15554,17$","40440,83$",9,Y,Yes,11,"3,0",4,Full Time,0,,4,"3,0",3,,1,2,"15554,17$",1974,"186650,00$",,,True
869,31,No,travel_frequently,287.75396825396825, Sales ,5,3,,1,870,4,1,,3,1, SaLeS REPRESENtATIvE ,2,Divorced,,"6042,83$",1,,,11,"3,0",3,Part Time,1,"2,0",5,"2,0",2,,2,2,,1992,"27890,00$", SaLeS REPRESENtATIvE  -  Sales ,,True
870,37,No,travel_frequently,290.03550973654063,,9,3,Medical,1,871,2,0,,3,1, REseARch sCIENtIst ,4,Married,"2342,59$","6090,75$",1,Y,,12,"3,0",3,Part Time,3,,3,"2,0",4,,1,2,"2342,59$",1986,"28111,13$",,,0
871,31,No,travel_rarely,290.03550973654063, Research & Development ,-11,4,,1,872,11,0,,3,1, ResEArch SciEntiST ,4,Marreid,"2342,59$","6090,75$",0,,,12,"3,0",3,Part Time,1,,4,"3,0",5,,0,3,"2342,59$",1992,"28111,13$", ResEArch SciEntiST  -  Research & Development ,,1
872,31,No,travel_rarely,661.3492063492064,,2,3,Human Resources,1,873,1,0,82.6686507936508,2,2, hUmAN rESOuRCEs ,1,,"5341,67$","13888,33$",3,Y,No,12,"3,0",4,Full Time,0,,1,"3,0",2,,1,0,"5341,67$",1992,"64100,00$",,,False
873,31,No,,290.03550973654063, Research & Development ,2,4,,1,874,3,0,36.25443871706758,3,1, ReSEaRCh SCIEnTist ,4,,"2342,59$","6090,75$",0,Y,,18,"3,0",2,Part Time,1,"3,0",2,"1,0",2,,2,2,"2342,59$",1992,"28111,13$", ReSEaRCh SCIEnTist  -  Research & Development ,,True
874,52,Yes,,509.78571428571433,,-17,4,Medical,1,875,17,0,,2,2, reSeARcH SCienTist ,2,,"4117,50$","10705,50$",2,,No,15,,1,Part Time,0,"11,0",3,"2,0",8,,7,7,"4117,50$",1971,"49410,00$",,,False
875,28,Yes,,290.03550973654063,,2,4,Medical,1,876,1,0,,1,1, rESEARCH scieNTiST ,4,Married,"2342,59$","6090,75$",5,Y,Yes,13,"3,0",4,,0,,4,"2,0",3,,2,2,"2342,59$",1995,,,,True
876,47,No,travel_rarely,1973.9841269841268,,5,5,,1,877,4,0,246.74801587301585,3,5, rEsEArcH dirECtoR ,3,Married,,"41453,67$",4,Y,,11,"3,0",2,Full Time,1,"21,0",2,"3,0",3,,1,1,,1976,"191324,62$",,,False
877,29,No,,410.9444444444444,,9,5,Other,1,878,2,0,,2,1, lAborATorY TecHNIciAN ,4,,"3319,17$","8629,83$",0,,No,17,"3,0",3,Full Time,0,"4,0",2,,3,,2,2,"3319,17$",1994,"39830,00$",,,True
878,37,No,,654.8492063492064,,5,2,Medical,1,879,4,0,,3,2, ManUFaCTURing dIRectOR ,4,,"5289,17$","13751,83$",7,Y,No,16,"3,0",3,,2,"8,0",2,"2,0",6,,0,4,"5289,17$",1986,,,,Yes
879,23,No,,299.61904761904765,,26,1,,1,880,3,0,,3,1, REsEaRch scIeNtIsT ,4,,"2420,00$","6292,00$",1,Y,,12,"3,0",3,Full Time,2,,2,"2,0",4,,0,2,"2420,00$",2000,"29040,00$",,,0
880,42,No,travel_rarely,278.1587301587302, Human Resources ,2,1,,1,881,3,0,,3,1, hUmAn REsOurCES ,3,Divorced,"2246,67$","5841,33$",0,Y,Yes,11,"3,0",3,,1,"4,0",5,"3,0",3,,1,0,"2246,67$",1981,, hUmAn REsOurCES  -  Human Resources ,,False
881,30,No,,556.2566609977324, Sales ,25,2,,1,882,4,1,,3,2, sALeS EXecuTIVe ,3,,"4492,84$","11681,39$",7,,,12,"3,0",2,,1,"4,0",2,"4,0",2,,2,2,"4492,84$",1993,, sALeS EXecuTIVe  -  Sales ,,0
882,21,Yes,,224.3015873015873,,-31,1,,1,883,1,1,28.03769841269841,2,1, sALEs rEPrESENtaTIVE ,2,Single,,"4710,33$",1,,,11,"3,0",3,Part Time,0,"3,0",3,"3,0",3,,1,2,,2002,"21740,00$",,,Yes
883,57,No,travel_rarely,696.9444444444445,,1,4,Medical,1,884,4,0,,3,2, heaLtHcare REpRESEntAtIvE ,3,,"5629,17$","14635,83$",2,,No,11,"3,0",3,,0,,2,"3,0",3,,1,2,"5629,17$",1966,,,,1
884,21,No,,290.03550973654063,,9,2,,1,885,1,0,,3,1, sALes rePrESenTaTiVe ,4,Single,"2342,59$","6090,75$",1,,,24,"4,0",3,,0,"3,0",3,"2,0",3,"2,0",2,2,"2342,59$",2002,"28111,13$",,,1
885,31,No,travel_rarely,274.13492063492066,,9,4,Life Sciences,1,886,3,0,34.26686507936508,2,1, resEaRCH SCieNtiSt ,2,,"2214,17$","5756,83$",0,Y,,16,"3,0",4,Part Time,0,"3,0",5,"3,0",2,,2,2,"2214,17$",1992,"26570,00$",,,True
886,29,No,,290.03550973654063, Research & Development ,-17,3,,1,887,17,0,36.25443871706758,3,1, ReseArCh SciENTIsT ,4,,"2342,59$","6090,75$",9,,No,16,,4,Part Time,0,"6,0",4,"3,0",3,,1,2,"2342,59$",1994,"28111,13$", ReseArCh SciENTIsT  -  Research & Development ,,0
887,27,No,travel_rarely,290.03550973654063,,1,2,,1,888,4,0,,3,1, LaBoRatORY TECHNiCian ,2,,"2342,59$","6090,75$",1,,No,11,"3,0",2,Part Time,1,"5,0",2,"3,0",5,,0,4,"2342,59$",1996,"28111,13$",,,1
888,49,No,travel_rarely,1131.309523809524,,7,3,Other,1,889,2,0,141.41369047619048,2,3, hEalTHcare ReprEseNtAtIve ,3,Single,"9137,50$","23757,50$",8,Y,No,24,"4,0",3,Full Time,0,,2,"3,0",5,,0,0,"9137,50$",1974,"109650,00$",,,Yes
889,36,No,travel_rarely,262.3730158730159,,2,3,,1,890,4,1,32.79662698412699,3,1, rESeaRCh ScIentISt ,3,Married,,"5509,83$",4,,No,13,"3,0",2,Part Time,1,,3,"3,0",2,,2,2,,1987,"25430,00$",,,Yes
890,34,Yes,non-travel,547.2380952380953,,19,3,Marketing,1,891,1,0,68.40476190476191,4,2, sAleS EXeCUtiVe ,4,,"4420,00$","11492,00$",8,,Yes,13,"3,0",2,Part Time,0,,3,"2,0",5,,0,4,"4420,00$",1989,"53040,00$",,,1
891,24,No,,556.2566609977324,,10,4,Marketing,1,892,4,1,,3,2, SALES exeCuTIve ,3,Divorced,"4492,84$","11681,39$",1,,Yes,12,"3,0",4,Part Time,1,,2,"4,0",5,,0,3,"4492,84$",1999,"53914,11$",,,True
892,42,No,,290.03550973654063,,1,4,,1,893,2,1,,3,1, lABOrAToRY TECHnIciAN ,1,,,"6090,75$",3,Y,No,16,"3,0",2,Part Time,1,"8,0",5,"3,0",5,,1,2,,1981,"28111,13$",,,Yes
893,54,No,,2002.2063492063487,,5,2,Medical,1,894,1,0,,3,5, REsEarCh DirECtOr ,1,Married,"16171,67$","42046,33$",4,Y,,11,"3,0",3,Full Time,1,"24,0",4,"2,0",4,,1,2,"16171,67$",1969,"194060,00$",,,0
894,34,No,,674.5555555555557,,4,4,,1,895,3,1,84.31944444444446,3,2, SaLes exEcUtiVE ,3,Married,"5448,33$","14165,67$",9,Y,No,15,"3,0",1,Full Time,1,,3,"3,0",3,,1,2,"5448,33$",1989,"65380,00$",,,1
895,43,No,,232.968253968254,,21,3,,1,896,4,0,,3,1, LABORATOry TecHNIciAN ,4,,"1881,67$","4892,33$",7,Y,,20,"4,0",1,,1,,1,"3,0",3,,1,2,"1881,67$",1980,,,,True
896,43,No,travel_rarely,556.2566609977324,,8,4,Other,1,897,3,1,,3,2, hEAlTHCaRe ReprESEnTaTive ,3,,"4492,84$","11681,39$",4,,Yes,14,"3,0",4,Part Time,0,,3,"3,0",5,,0,2,"4492,84$",1980,"53914,11$",,,1
897,31,No,travel_rarely,228.84126984126985,,1,2,,1,898,4,0,,2,1, LABOrAtORY teChNicIaN ,1,Married,,"4805,67$",1,Y,No,12,"3,0",3,Part Time,1,"4,0",3,,4,,3,2,,1992,"22180,00$",,,0
898,25,Yes,travel_rarely,290.03550973654063,,3,3,Medical,1,899,1,0,,3,1, LaBoRATorY tEChniCIAN ,1,Married,"2342,59$","6090,75$",5,Y,No,13,"3,0",3,Part Time,1,"6,0",5,,2,,0,2,"2342,59$",1998,"28111,13$",,,Yes
899,45,No,,273.8253968253968,,10,2,Life Sciences,1,900,1,0,,3,1, reseARch scIEnTIst ,4,Married,"2211,67$","5750,33$",3,,No,21,,4,Part Time,2,"8,0",3,"2,0",2,,0,2,"2211,67$",1978,"26540,00$",,,1
900,52,No,travel_rarely,1582.7713464696226,,4,2,Life Sciences,1,901,4,1,,3,4, MAnAGeR ,4,Married,"12783,92$","33238,20$",2,Y,No,13,"3,0",4,Full Time,0,"31,0",2,"1,0",5,,1,4,"12783,92$",1971,"153407,07$",,,False
901,34,Yes,travel_frequently,290.03550973654063,,6,2,,1,902,4,1,,1,1, saLES REPrEsentATivE ,3,,,"6090,75$",0,,No,16,"3,0",4,Part Time,1,"3,0",3,"2,0",2,,1,0,,1989,"28111,13$",,,True
902,26,No,travel_rarely,290.03550973654063,,23,3,Life Sciences,1,903,1,1,,3,1, REseARcH sCiENTist ,4,Divorced,"2342,59$","6090,75$",1,,No,22,"4,0",2,Part Time,2,,3,"1,0",3,,0,2,"2342,59$",1997,"28111,13$",,,1
903,29,No,,1231.388888888889,,3,4,,1,904,2,0,153.92361111111111,2,3, rEseArch DiRECTOr ,3,,"9945,83$","25859,17$",1,,No,18,"3,0",3,Full Time,0,,2,"3,0",10,,0,7,"9945,83$",1994,"119350,00$",,,Yes
904,29,Yes,,262.6825396825397,,25,5,Technical Degree,1,905,3,1,,2,1, rEseARcH sCIENTIST ,2,Married,,"5516,33$",5,Y,No,16,"3,0",2,Part Time,0,"6,0",2,"4,0",2,,1,1,,1994,"25460,00$",,,0
905,46,No,,1842.801587301588,,2,3,Life Sciences,1,906,1,0,,3,4, RESEaRCh dIreCtOr ,3,Married,,"38698,83$",6,Y,No,13,"3,0",3,Full Time,0,,2,"1,0",3,,0,1,,1977,"178610,00$",,,0
906,46,No,,1032.4872861766066,,10,3,Marketing,1,907,3,1,,2,3, Sales EXeCutIvE ,4,,"8339,32$","21682,23$",2,Y,,19,"3,0",3,,1,"15,0",3,"3,0",3,,1,2,"8339,32$",1977,,,,0
907,30,No,travel_rarely,290.03550973654063, Sales ,7,1,Marketing,1,908,4,0,,3,1, sALes rEprESentAtIvE ,2,Single,,"6090,75$",0,Y,,14,"3,0",1,Part Time,0,,3,"3,0",3,,1,2,,1993,"28111,13$", sALes rEprESentAtIvE  -  Sales ,,True
908,34,Yes,travel_frequently,1032.4872861766066, Human Resources ,23,3,,1,909,2,1,129.06091077207583,3,3, humaN reSOUrcEs ,1,Divorced,,"21682,23$",9,,Yes,15,"3,0",3,Part Time,3,,2,"3,0",3,,0,2,,1989,"100071,84$", humaN reSOUrcEs  -  Human Resources ,,False
909,42,No,,290.03550973654063,,5,2,Other,1,910,2,0,36.25443871706758,3,1, lAbOratOrY teCHnICiaN ,3,Married,"2342,59$","6090,75$",4,,No,17,"3,0",4,Part Time,1,,4,,2,,2,0,"2342,59$",1981,"28111,13$",,,Yes
910,22,Yes,,401.7619047619048, Research & Development ,-25,1,Technical Degree,1,911,3,0,50.220238095238095,2,1, lAboRatOrY TechNiCiAn ,3,Single,"3245,00$","8437,00$",5,Y,No,16,"3,0",3,Full Time,0,"4,0",3,"3,0",2,,1,2,"3245,00$",2001,"38940,00$", lAboRatOrY TechNiCiAn  -  Research & Development ,,1
911,29,No,travel_rarely,439.73015873015873,,19,3,Technical Degree,1,912,4,0,,3,2, MAnUfACturINg DIrecTOR ,4,Divorced,,"9234,33$",4,Y,No,12,"3,0",2,Part Time,2,"8,0",2,"4,0",3,"2,0",1,2,,1994,"42620,00$",,,Yes
912,46,No,travel_frequently,1086.1190476190477, Research & Development ,18,1,Medical,1,913,1,1,,3,3, HeAlthcaRE rEPrEseNTaTIVE ,3,Married,,"22808,50$",5,,No,11,"3,0",4,,0,,3,"2,0",2,,1,2,,1977,"105270,00$", HeAlthcaRE rEPrEseNTaTIVE  -  Research & Development ,,1
913,32,Yes,,556.2566609977324, Sales ,11,4,Other,1,914,4,0,,4,2, sALeS eXecuTIvE ,3,,,"11681,39$",8,,,12,"3,0",4,Part Time,0,,2,"3,0",4,,1,2,,1991,"53914,11$", sALeS eXecuTIvE  -  Sales ,,1
914,24,No,,247.6190476190476,,24,3,Medical,1,915,4,0,,3,1, SALes REpResENTaTIVE ,4,,"2000,00$","5200,00$",0,,No,13,"3,0",3,,2,"3,0",3,"3,0",2,,2,1,"2000,00$",1999,,,,0
915,35,No,travel_rarely,379.78571428571433,,25,2,,1,916,1,0,,2,2, LabOrAtOrY TechNIcIaN ,4,Single,,"7975,50$",4,Y,No,14,"3,0",4,Part Time,0,,3,"3,0",3,,0,2,,1988,"36810,00$",,,False
916,42,No,,556.2566609977324,,2,4,Life Sciences,1,917,3,1,,3,2, healTHCaRe rePreSenTAtiVE ,4,Married,"4492,84$","11681,39$",1,Y,No,13,"3,0",2,Part Time,2,"10,0",4,"3,0",10,,2,2,"4492,84$",1981,"53914,11$",,,1
917,48,No,travel_rarely,1582.7713464696226,,1,4,,1,918,4,1,197.8464183087028,2,4, ManageR ,1,Married,,"33238,20$",7,,No,11,"3,0",1,Full Time,1,"21,0",3,"1,0",3,,0,2,,1975,"153407,07$",,,1
918,44,No,travel_rarely,556.2566609977324,,1,4,,1,919,1,1,,2,2, hUMaN rESOuRCeS ,3,,"4492,84$","11681,39$",4,,No,11,,2,Part Time,0,"10,0",1,"4,0",2,"2,0",0,2,"4492,84$",1979,"53914,11$",,,True
919,34,No,,290.03550973654063, Sales ,14,3,,1,920,3,1,36.25443871706758,3,1, SALeS RepREsEnTatiVe ,3,,"2342,59$","6090,75$",1,,Yes,18,"3,0",4,Part Time,2,"8,0",3,"3,0",8,,0,6,"2342,59$",1989,"28111,13$", SALeS RepREsEnTatiVe  -  Sales ,,True
920,21,No,,355.6428571428571,,22,1,Technical Degree,1,921,3,0,,3,1, SalES RePrESenTAtiVe ,3,,"2872,50$","7468,50$",1,,,11,,3,Full Time,0,,2,"3,0",3,,1,2,"2872,50$",2002,"34470,00$",,,True
921,44,No,travel_rarely,2013.246031746032,,3,4,,1,922,4,0,,3,5, MaNaGeR ,4,,"16260,83$","42278,17$",4,Y,,12,"3,0",1,,1,"26,0",2,"4,0",2,,0,1,"16260,83$",1979,,,,Yes
922,22,No,travel_rarely,290.03550973654063,,6,1,Medical,1,923,1,0,,3,1, rEsEArcH scIeNTiSt ,3,Married,"2342,59$","6090,75$",0,Y,,20,"4,0",4,Part Time,0,,3,"3,0",2,,2,2,"2342,59$",2001,"28111,13$",,,True
923,26,No,travel_rarely,274.3412698412698,,6,3,,1,924,3,1,,3,1, LABOraTOry TECHNiCIAn ,4,,"2215,83$","5761,17$",1,Y,Yes,13,,3,,1,,2,"3,0",3,,0,2,"2215,83$",1997,,,,0
924,36,No,,912.7857142857142,,9,2,Medical,1,925,2,0,,2,2, mAnuFACturiNG dIreCtoR ,2,,"7372,50$","19168,50$",2,Y,Yes,11,"3,0",3,Full Time,1,"13,0",2,"3,0",3,,0,2,"7372,50$",1987,"88470,00$",,,1
925,27,No,,210.9920634920635,,3,4,Medical,1,926,1,0,26.374007936507937,2,1, researCh ScIeNtIsT ,4,Single,,"4430,83$",0,Y,,13,"3,0",4,Part Time,0,"5,0",0,"3,0",4,,1,1,,1996,"20450,00$",,,True
926,23,No,travel_rarely,290.03550973654063,,4,3,,1,927,1,0,,4,1, reSearCH sCIEnTIst ,1,,"2342,59$","6090,75$",2,,,16,"3,0",1,Part Time,1,"5,0",3,"4,0",3,,0,2,"2342,59$",2000,"28111,13$",,,False
927,25,No,,500.5,,8,3,Life Sciences,1,928,4,0,,4,2, SaLeS eXeCuTIve ,2,,"4042,50$","10510,50$",0,,No,22,"4,0",3,Part Time,1,"4,0",4,"3,0",3,,1,2,"4042,50$",1998,"48510,00$",,,0
928,48,No,,837.7777777777778,,-14,1,,1,929,14,0,104.72222222222224,4,2, sAles EXEcuTIVE ,2,Marreid,,"17593,33$",3,Y,,12,"3,0",4,Full Time,0,,3,"3,0",2,,2,2,,1975,"81200,00$",,,Yes
929,24,Yes,travel_rarely,472.23015873015873,,3,2,Life Sciences,1,930,1,1,59.02876984126984,3,2, SALes EXECUTivE ,3,Single,"3814,17$","9916,83$",9,,No,14,"3,0",1,Part Time,0,,3,"3,0",2,,2,0,"3814,17$",1999,"45770,00$",,,Yes
930,60,No,travel_rarely,557.6587301587302,,16,4,,1,931,1,0,,3,2, SaLES EXecutIvE ,1,Single,,"11710,83$",8,Y,No,14,"3,0",4,Full Time,0,"10,0",1,"3,0",2,,2,2,,1963,"54050,00$",,,0
931,50,No,,290.03550973654063,,8,4,Marketing,1,932,4,0,36.25443871706758,3,1, SALES rEPrESENtaTIVE ,2,Married,"2342,59$","6090,75$",7,,No,15,"3,0",4,Part Time,1,"4,0",2,"3,0",2,,2,2,"2342,59$",1973,"28111,13$",,,True
